 NPOZ,NLIM,MEAN1,MEAN2,P,B,M1DM2,NLIM1,B1,N100MB,PN,PP,BPN,BPP,UNK1,UNK2
   36 , 10  ,     80.0000   ,       5.00,      570575,  31.70,   16.00,  10,  31.70,  68.30,  77605,   1123200,   4.41,  63.89,     10000,      6240
   36 , 10  ,     90.0000   ,       5.00,      588800,  32.71,   18.00,  10,  32.71,  67.29,  80620,   1106640,   4.57,  62.72,     10000,      6148
   36 , 10  ,    100.0000   ,       5.00,      625415,  34.75,   20.00,  10,  34.75,  65.25,  87925,   1065780,   4.97,  60.28,     10000,      5921
   36 , 10  ,     10.0000   ,       7.00,       72385,   4.02,    1.43,  10,   4.02,  95.98,   9155,   1652760,   0.53,  95.45,     10000,      9182
   36 , 10  ,     20.0000   ,       7.00,      142980,   7.94,    2.86,  10,   7.94,  92.06,  18120,   1611900,   1.02,  91.03,     10000,      8955
   36 , 10  ,     30.0000   ,       7.00,      212400,  11.80,    4.29,  10,  11.80,  88.20,  28260,   1529820,   1.60,  86.60,     10000,      8499
   36 , 10  ,     40.0000   ,       7.00,      255665,  14.20,    5.71,  10,  14.20,  85.80,  33775,   1490580,   1.90,  83.90,     10000,      8281
   36 , 10  ,     50.0000   ,       7.00,      344300,  19.13,    7.14,  10,  19.13,  80.87,  46840,   1365660,   2.68,  78.19,     10000,      7587
   36 , 10  ,     60.0000   ,       7.00,      368435,  20.47,    8.57,  10,  20.47,  79.53,  52585,   1359180,   2.96,  76.57,     10000,      7551
   36 , 10  ,     70.0000   ,       7.00,      396345,  22.02,   10.00,  10,  22.02,  77.98,  53475,   1291140,   3.10,  74.88,     10000,      7173
   36 , 10  ,     80.0000   ,       7.00,      455570,  25.31,   11.43,  10,  25.31,  74.69,  61750,   1253700,   3.51,  71.18,     10000,      6965
   36 , 10  ,     90.0000   ,       7.00,      459005,  25.50,   12.86,  10,  25.50,  74.50,  62995,   1210140,   3.69,  70.81,     10000,      6723
   36 , 10  ,    100.0000   ,       7.00,      492760,  27.38,   14.29,  10,  27.38,  72.62,  69560,   1217700,   3.92,  68.70,     10000,      6765
   36 , 10  ,     10.0000   ,       9.00,       58225,   3.23,    1.11,  10,   3.23,  96.77,   7295,   1692720,   0.42,  96.35,     10000,      9404
   36 , 10  ,     20.0000   ,       9.00,      115280,   6.40,    2.22,  10,   6.40,  93.60,  14500,   1621260,   0.83,  92.77,     10000,      9007
   36 , 10  ,     30.0000   ,       9.00,      174885,   9.72,    3.33,  10,   9.72,  90.28,  23295,   1567620,   1.32,  88.96,     10000,      8709
   36 , 10  ,     40.0000   ,       9.00,      201885,  11.22,    4.44,  10,  11.22,  88.78,  26715,   1551060,   1.50,  87.28,     10000,      8617
   36 , 10  ,     50.0000   ,       9.00,      270585,  15.03,    5.56,  10,  15.03,  84.97,  37035,   1467360,   2.09,  82.88,     10000,      8152
   36 , 10  ,     60.0000   ,       9.00,      299285,  16.63,    6.67,  10,  16.63,  83.37,  42535,   1442340,   2.39,  80.98,     10000,      8013
   36 , 10  ,     70.0000   ,       9.00,      332850,  18.49,    7.78,  10,  18.49,  81.51,  44790,   1386540,   2.55,  78.96,     10000,      7703
   36 , 10  ,     80.0000   ,       9.00,      386490,  21.47,    8.89,  10,  21.47,  78.53,  52530,   1345140,   2.95,  75.58,     10000,      7473
   36 , 10  ,     90.0000   ,       9.00,      400990,  22.28,   10.00,  10,  22.28,  77.72,  54410,   1330380,   3.05,  74.67,     10000,      7391
   36 , 10  ,    100.0000   ,       9.00,      418425,  23.25,   11.11,  10,  23.25,  76.75,  58575,   1292940,   3.33,  73.43,     10000,      7183
   36 , 10  ,     10.0000   ,      11.00,       46595,   2.59,    0.91,  10,   2.59,  97.41,   5785,   1723680,   0.33,  97.09,     10000,      9576
   36 , 10  ,     20.0000   ,      11.00,       96470,   5.36,    1.82,  10,   5.36,  94.64,  12250,   1654920,   0.70,  93.95,     10000,      9194
   36 , 10  ,     30.0000   ,      11.00,      146785,   8.15,    2.73,  10,   8.15,  91.85,  19535,   1611360,   1.10,  90.75,     10000,      8952
   36 , 10  ,     40.0000   ,      11.00,      166205,   9.23,    3.64,  10,   9.23,  90.77,  22075,   1591380,   1.24,  89.52,     10000,      8841
   36 , 10  ,     50.0000   ,      11.00,      227515,  12.64,    4.55,  10,  12.64,  87.36,  30965,   1520460,   1.74,  85.62,     10000,      8447
   36 , 10  ,     60.0000   ,      11.00,      263805,  14.66,    5.45,  10,  14.66,  85.34,  37155,   1465920,   2.11,  83.23,     10000,      8144
   36 , 10  ,     70.0000   ,      11.00,      273395,  15.19,    6.36,  10,  15.19,  84.81,  37105,   1456020,   2.11,  82.70,     10000,      8089
   36 , 10  ,     80.0000   ,      11.00,      333975,  18.55,    7.27,  10,  18.55,  81.45,  45105,   1397700,   2.55,  78.90,     10000,      7765
   36 , 10  ,     90.0000   ,      11.00,      335975,  18.67,    8.18,  10,  18.67,  81.33,  45265,   1406340,   2.54,  78.80,     10000,      7813
   36 , 10  ,    100.0000   ,      11.00,      360540,  20.03,    9.09,  10,  20.03,  79.97,  50940,   1354320,   2.90,  77.07,     10000,      7524
   36 , 10  ,     10.0000   ,      13.00,       40125,   2.23,    0.77,  10,   2.23,  97.77,   5055,   1740780,   0.28,  97.49,     10000,      9671
   36 , 10  ,     20.0000   ,      13.00,       81840,   4.55,    1.54,  10,   4.55,  95.45,  10320,   1685160,   0.58,  94.87,     10000,      9362
   36 , 10  ,     30.0000   ,      13.00,      119130,   6.62,    2.31,  10,   6.62,  93.38,  16050,   1639980,   0.91,  92.48,     10000,      9111
   36 , 10  ,     40.0000   ,      13.00,      142865,   7.94,    3.08,  10,   7.94,  92.06,  18955,   1626660,   1.06,  91.00,     10000,      9037
   36 , 10  ,     50.0000   ,      13.00,      200760,  11.15,    3.85,  10,  11.15,  88.85,  27300,   1559520,   1.53,  87.32,     10000,      8664
   36 , 10  ,     60.0000   ,      13.00,      230090,  12.78,    4.62,  10,  12.78,  87.22,  32170,   1498320,   1.83,  85.38,     10000,      8324
   36 , 10  ,     70.0000   ,      13.00,      246800,  13.71,    5.38,  10,  13.71,  86.29,  33460,   1508220,   1.87,  84.42,     10000,      8379
   36 , 10  ,     80.0000   ,      13.00,      302460,  16.80,    6.15,  10,  16.80,  83.20,  40620,   1428480,   2.30,  80.90,     10000,      7936
   36 , 10  ,     90.0000   ,      13.00,      278600,  15.48,    6.92,  10,  15.48,  84.52,  38380,   1461420,   2.16,  82.36,     10000,      8119
   36 , 10  ,    100.0000   ,      13.00,      328110,  18.23,    7.69,  10,  18.23,  81.77,  46470,   1399860,   2.63,  79.14,     10000,      7777
   36 , 10  ,     10.0000   ,      15.00,       37835,   2.10,    0.67,  10,   2.10,  97.90,   4825,   1740960,   0.27,  97.63,     10000,      9672
   36 , 10  ,     20.0000   ,      15.00,       75350,   4.19,    1.33,  10,   4.19,  95.81,   9430,   1668780,   0.54,  95.28,     10000,      9271
   36 , 10  ,     30.0000   ,      15.00,      102825,   5.71,    2.00,  10,   5.71,  94.29,  13815,   1663560,   0.78,  93.51,     10000,      9242
   36 , 10  ,     40.0000   ,      15.00,      123440,   6.86,    2.67,  10,   6.86,  93.14,  16600,   1609020,   0.95,  92.19,     10000,      8939
   36 , 10  ,     50.0000   ,      15.00,      168230,   9.35,    3.33,  10,   9.35,  90.65,  22210,   1598940,   1.24,  89.41,     10000,      8883
   36 , 10  ,     60.0000   ,      15.00,      189495,  10.53,    4.00,  10,  10.53,  89.47,  26505,   1468440,   1.59,  87.89,     10000,      8158
   36 , 10  ,     70.0000   ,      15.00,      223485,  12.42,    4.67,  10,  12.42,  87.58,  30855,   1535400,   1.73,  85.86,     10000,      8530
   36 , 10  ,     80.0000   ,      15.00,      265975,  14.78,    5.33,  10,  14.78,  85.22,  35705,   1486440,   2.00,  83.22,     10000,      8258
   36 , 10  ,     90.0000   ,      15.00,      254620,  14.15,    6.00,  10,  14.15,  85.85,  35540,   1479600,   2.01,  83.84,     10000,      8220
   36 , 10  ,    100.0000   ,      15.00,      285855,  15.88,    6.67,  10,  15.88,  84.12,  40665,   1429020,   2.33,  81.79,     10000,      7939
   36 , 10  ,     10.0000   ,      17.00,       34340,   1.91,    0.59,  10,   1.91,  98.09,   4360,   1733580,   0.25,  97.85,     10000,      9631
   36 , 10  ,     20.0000   ,      17.00,       67670,   3.76,    1.18,  10,   3.76,  96.24,   8470,   1708560,   0.47,  95.77,     10000,      9492
   36 , 10  ,     30.0000   ,      17.00,       91445,   5.08,    1.76,  10,   5.08,  94.92,  12595,   1663560,   0.71,  94.21,     10000,      9242
   36 , 10  ,     40.0000   ,      17.00,      111440,   6.19,    2.35,  10,   6.19,  93.81,  14920,   1661400,   0.83,  92.97,     10000,      9230
   36 , 10  ,     50.0000   ,      17.00,      132625,   7.37,    2.94,  10,   7.37,  92.63,  17495,   1583280,   1.01,  91.62,     10000,      8796
   36 , 10  ,     60.0000   ,      17.00,      176775,   9.82,    3.53,  10,   9.82,  90.18,  24645,   1564920,   1.40,  88.78,     10000,      8694
   36 , 10  ,     70.0000   ,      17.00,      210465,  11.69,    4.12,  10,  11.69,  88.31,  29115,   1551060,   1.63,  86.68,     10000,      8617
   36 , 10  ,     80.0000   ,      17.00,      237460,  13.19,    4.71,  10,  13.19,  86.81,  32180,   1521180,   1.80,  85.01,     10000,      8451
   36 , 10  ,     90.0000   ,      17.00,      217760,  12.10,    5.29,  10,  12.10,  87.90,  31000,   1487520,   1.79,  86.11,     10000,      8264
   36 , 10  ,    100.0000   ,      17.00,      264075,  14.67,    5.88,  10,  14.67,  85.33,  37245,   1490400,   2.08,  83.25,     10000,      8280
   36 , 10  ,     10.0000   ,      19.00,       30985,   1.72,    0.53,  10,   1.72,  98.28,   3935,   1743120,   0.22,  98.06,     10000,      9684
   36 , 10  ,     20.0000   ,      19.00,       62005,   3.44,    1.05,  10,   3.44,  96.56,   7655,   1720980,   0.43,  96.13,     10000,      9561
   36 , 10  ,     30.0000   ,      19.00,       84290,   4.68,    1.58,  10,   4.68,  95.32,  11470,   1687140,   0.64,  94.67,     10000,      9373
   36 , 10  ,     40.0000   ,      19.00,       99590,   5.53,    2.11,  10,   5.53,  94.47,  13270,   1657440,   0.75,  93.72,     10000,      9208
   36 , 10  ,     50.0000   ,      19.00,      115670,   6.43,    2.63,  10,   6.43,  93.57,  15550,   1595340,   0.90,  92.67,     10000,      8863
   36 , 10  ,     60.0000   ,      19.00,      159900,   8.88,    3.16,  10,   8.88,  91.12,  22080,   1590840,   1.25,  89.87,     10000,      8838
   36 , 10  ,     70.0000   ,      19.00,      199495,  11.08,    3.68,  10,  11.08,  88.92,  27845,   1562220,   1.56,  87.36,     10000,      8679
   36 , 10  ,     80.0000   ,      19.00,      203210,  11.29,    4.21,  10,  11.29,  88.71,  27730,   1498320,   1.61,  87.10,     10000,      8324
   36 , 10  ,     90.0000   ,      19.00,      214220,  11.90,    4.74,  10,  11.90,  88.10,  30580,   1534500,   1.72,  86.38,     10000,      8525
   36 , 10  ,    100.0000   ,      19.00,      245750,  13.65,    5.26,  10,  13.65,  86.35,  34330,   1492920,   1.94,  84.41,     10000,      8294
   36 , 11  ,     10.0000   ,       1.00,      388875,  21.60,   10.00,  11,  21.60,  78.40,  56805,   1244700,   3.42,  74.97,     10000,      6915
   36 , 11  ,     20.0000   ,       1.00,      639885,  35.55,   20.00,  11,  35.55,  64.45,  95955,    971280,   5.79,  58.66,     10000,      5396
   36 , 11  ,     30.0000   ,       1.00,      774520,  43.03,   30.00,  11,  43.03,  56.97, 117920,    834300,   7.06,  49.92,     10000,      4635
   36 , 11  ,     40.0000   ,       1.00,      882640,  49.04,   40.00,  11,  49.04,  50.96, 135260,    718920,   8.07,  42.89,     10000,      3994
   36 , 11  ,     50.0000   ,       1.00,      972370,  54.02,   50.00,  11,  54.02,  45.98, 149750,    622980,   8.91,  37.07,     10000,      3461
   36 , 11  ,     60.0000   ,       1.00,     1020075,  56.67,   60.00,  11,  56.67,  43.33, 154965,    575820,   9.19,  34.14,     10000,      3199
   36 , 11  ,     70.0000   ,       1.00,     1110245,  61.68,   70.00,  11,  61.68,  38.32, 167035,    477000,   9.94,  28.38,     10000,      2650
   36 , 11  ,     80.0000   ,       1.00,     1136065,  63.11,   80.00,  11,  63.11,  36.89, 176315,    446760,  10.44,  26.45,     10000,      2482
   36 , 11  ,     90.0000   ,       1.00,     1141700,  63.43,   90.00,  11,  63.43,  36.57, 178240,    442980,  10.49,  26.08,     10000,      2461
   36 , 11  ,    100.0000   ,       1.00,     1187710,  65.98,  100.00,  11,  65.98,  34.02, 184070,    393660,  10.84,  23.18,     10000,      2187
   36 , 11  ,     10.0000   ,       3.00,      160680,   8.93,    3.33,  11,   8.93,  91.07,  23280,   1559520,   1.34,  89.73,     10000,      8664
   36 , 11  ,     20.0000   ,       3.00,      307330,  17.07,    6.67,  11,  17.07,  82.93,  46010,   1397160,   2.64,  80.28,     10000,      7762
   36 , 11  ,     30.0000   ,       3.00,      388310,  21.57,   10.00,  11,  21.57,  78.43,  57910,   1306440,   3.33,  75.10,     10000,      7258
   36 , 11  ,     40.0000   ,       3.00,      495300,  27.52,   13.33,  11,  27.52,  72.48,  76920,   1192140,   4.39,  68.09,     10000,      6623
   36 , 11  ,     50.0000   ,       3.00,      580380,  32.24,   16.67,  11,  32.24,  67.76,  89400,   1094400,   5.12,  62.64,     10000,      6080
   36 , 11  ,     60.0000   ,       3.00,      629260,  34.96,   20.00,  11,  34.96,  65.04,  94700,   1042380,   5.42,  59.62,     10000,      5791
   36 , 11  ,     70.0000   ,       3.00,      721990,  40.11,   23.33,  11,  40.11,  59.89, 109070,    939420,   6.23,  53.66,     10000,      5219
   36 , 11  ,     80.0000   ,       3.00,      748800,  41.60,   26.67,  11,  41.60,  58.40, 115740,    908460,   6.60,  51.80,     10000,      5047
   36 , 11  ,     90.0000   ,       3.00,      763650,  42.42,   30.00,  11,  42.42,  57.58, 121590,    888660,   6.93,  50.65,     10000,      4937
   36 , 11  ,    100.0000   ,       3.00,      830590,  46.14,   33.33,  11,  46.14,  53.86, 131330,    812700,   7.49,  46.36,     10000,      4515
   36 , 11  ,     10.0000   ,       5.00,      105350,   5.85,    2.00,  11,   5.85,  94.15,  15430,   1647540,   0.87,  93.27,     10000,      9153
   36 , 11  ,     20.0000   ,       5.00,      203295,  11.29,    4.00,  11,  11.29,  88.71,  30345,   1533420,   1.72,  86.98,     10000,      8519
   36 , 11  ,     30.0000   ,       5.00,      273695,  15.21,    6.00,  11,  15.21,  84.79,  41125,   1459440,   2.32,  82.47,     10000,      8108
   36 , 11  ,     40.0000   ,       5.00,      327745,  18.21,    8.00,  11,  18.21,  81.79,  50975,   1375920,   2.92,  78.87,     10000,      7644
   36 , 11  ,     50.0000   ,       5.00,      408555,  22.70,   10.00,  11,  22.70,  77.30,  63945,   1304100,   3.61,  73.69,     10000,      7245
   36 , 11  ,     60.0000   ,       5.00,      455220,  25.29,   12.00,  11,  25.29,  74.71,  68400,   1249740,   3.88,  70.83,     10000,      6943
   36 , 11  ,     70.0000   ,       5.00,      555495,  30.86,   14.00,  11,  30.86,  69.14,  82425,   1137600,   4.67,  64.47,     10000,      6320
   36 , 11  ,     80.0000   ,       5.00,      575605,  31.98,   16.00,  11,  31.98,  68.02,  89855,   1107720,   5.10,  62.92,     10000,      6154
   36 , 11  ,     90.0000   ,       5.00,      584750,  32.49,   18.00,  11,  32.49,  67.51,  93130,   1075500,   5.38,  62.13,     10000,      5975
   36 , 11  ,    100.0000   ,       5.00,      643130,  35.73,   20.00,  11,  35.73,  64.27, 101170,   1025460,   5.77,  58.50,     10000,      5697
   36 , 11  ,     10.0000   ,       7.00,       72655,   4.04,    1.43,  11,   4.04,  95.96,  10685,   1695060,   0.60,  95.36,     10000,      9417
   36 , 11  ,     20.0000   ,       7.00,      148705,   8.26,    2.86,  11,   8.26,  91.74,  21935,   1598760,   1.24,  90.50,     10000,      8882
   36 , 11  ,     30.0000   ,       7.00,      211300,  11.74,    4.29,  11,  11.74,  88.26,  32240,   1526400,   1.83,  86.44,     10000,      8480
   36 , 11  ,     40.0000   ,       7.00,      244700,  13.59,    5.71,  11,  13.59,  86.41,  37720,   1499580,   2.12,  84.29,     10000,      8331
   36 , 11  ,     50.0000   ,       7.00,      310645,  17.26,    7.14,  11,  17.26,  82.74,  48455,   1414620,   2.74,  80.00,     10000,      7859
   36 , 11  ,     60.0000   ,       7.00,      332650,  18.48,    8.57,  11,  18.48,  81.52,  50030,   1395720,   2.82,  78.70,     10000,      7754
   36 , 11  ,     70.0000   ,       7.00,      433460,  24.08,   10.00,  11,  24.08,  75.92,  64780,   1283940,   3.65,  72.27,     10000,      7133
   36 , 11  ,     80.0000   ,       7.00,      463895,  25.77,   11.43,  11,  25.77,  74.23,  71605,   1235340,   4.07,  70.16,     10000,      6863
   36 , 11  ,     90.0000   ,       7.00,      488625,  27.15,   12.86,  11,  27.15,  72.85,  77115,   1210320,   4.36,  68.49,     10000,      6724
   36 , 11  ,    100.0000   ,       7.00,      506360,  28.13,   14.29,  11,  28.13,  71.87,  79720,   1198800,   4.48,  67.39,     10000,      6660
   36 , 11  ,     10.0000   ,       9.00,       56560,   3.14,    1.11,  11,   3.14,  96.86,   8240,   1680480,   0.47,  96.39,     10000,      9336
   36 , 11  ,     20.0000   ,       9.00,      112635,   6.26,    2.22,  11,   6.26,  93.74,  16605,   1651320,   0.93,  92.81,     10000,      9174
   36 , 11  ,     30.0000   ,       9.00,      164645,   9.15,    3.33,  11,   9.15,  90.85,  24715,   1594980,   1.39,  89.47,     10000,      8861
   36 , 11  ,     40.0000   ,       9.00,      197930,  11.00,    4.44,  11,  11.00,  89.00,  30850,   1555020,   1.73,  87.27,     10000,      8639
   36 , 11  ,     50.0000   ,       9.00,      266715,  14.82,    5.56,  11,  14.82,  85.18,  41985,   1429200,   2.43,  82.75,     10000,      7940
   36 , 11  ,     60.0000   ,       9.00,      276135,  15.34,    6.67,  11,  15.34,  84.66,  42105,   1468620,   2.36,  82.30,     10000,      8159
   36 , 11  ,     70.0000   ,       9.00,      342265,  19.01,    7.78,  11,  19.01,  80.99,  51395,   1392300,   2.88,  78.10,     10000,      7735
   36 , 11  ,     80.0000   ,       9.00,      385115,  21.40,    8.89,  11,  21.40,  78.60,  60565,   1337040,   3.41,  75.20,     10000,      7428
   36 , 11  ,     90.0000   ,       9.00,      427645,  23.76,   10.00,  11,  23.76,  76.24,  67175,   1280340,   3.80,  72.44,     10000,      7113
